X,Y,Shift,Age,Primary_fur_color,Location,Ground_Sighting_Measure,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Moans,Tail_flags,Tail_twitches,Approaches,Indifferent,Runs_from,Day,Plot_number,Section
-73.9673243699918,40.7875392957722,AM,Adult,Gray,Ground Plane,0,False,True,False,False,True,False,False,False,False,False,False,False,False,14,26,A
-73.9596375907038,40.7907347708353,AM,Adult,Black,Above Ground,30,False,False,True,False,False,False,False,False,False,False,False,True,False,7,32,E
-73.9673235555321,40.7786749596774,PM,Juvenile,Gray,Above Ground,10,False,False,False,True,False,False,False,False,False,False,False,False,False,20,17,F
-73.9757536187319,40.7755119810678,PM,Adult,Cinnamon,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,False,True,False,13,11,A
-73.9675047480308,40.7789234397249,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,17,17,E
-73.9562765288004,40.7880617963868,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,19,31,I
-73.9558589529608,40.7892400394941,PM,Adult,Gray,Above Ground,8,False,False,True,False,False,False,False,False,False,False,False,False,False,6,32,H
-73.9785536529136,40.7716184505002,PM,Adult,Cinnamon,Ground Plane,0,False,True,False,False,True,False,False,False,False,False,False,True,False,12,6,A
-73.9719036217446,40.7803588122409,AM,Adult,Gray,Above Ground,3,True,False,True,False,True,False,False,False,False,True,False,False,True,17,17,A
-73.9568382279233,40.7975685470963,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,17,40,C
-73.976730206737,40.773709213914,PM,Adult,Gray,Ground Plane,0,False,False,True,True,False,True,False,False,False,False,False,False,True,14,8,A
-73.972212563004,40.7761311465857,PM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,True,True,True,False,19,13,C
-73.9758152322587,40.7692377401467,PM,Adult,Gray,Above Ground,10,False,True,False,False,False,False,False,False,False,False,False,False,False,8,4,E
-73.954092292214,40.7979800395433,PM,Juvenile,Gray,Above Ground,10,False,False,False,True,False,False,False,False,False,False,False,False,False,13,41,E
-73.9734762649298,40.7663703404546,AM,Adult,Gray,Above Ground,13,False,False,True,False,False,False,False,False,False,True,False,False,False,8,3,H
-73.9539400028236,40.79800412717,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,True,7,41,E
-73.9554891003543,40.7968774599654,AM,Adult,Gray,Ground Plane,0,False,False,True,False,True,False,False,False,False,False,False,True,False,14,40,E
-73.9809610117171,40.7683896665502,AM,Adult,Gray,Above Ground,10,False,False,False,True,False,False,False,False,False,True,False,False,True,10,2,A
-73.9801661903932,40.7697950141751,PM,Adult,Cinnamon,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,True,False,False,17,3,A
-73.9570056123953,40.7878756067582,PM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,True,False,False,False,True,6,30,I
-73.9703401385684,40.7795238784266,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,True,13,17,C
-73.976769659152,40.7741908010484,AM,Juvenile,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,False,False,13,9,A
-73.9728783802067,40.7731671049246,PM,Juvenile,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,True,False,True,False,14,9,E
-73.9553726714504,40.7987578541123,AM,Adult,Gray,Above Ground,20,False,False,False,False,False,False,False,False,False,False,False,True,False,14,41,D
-73.9679008849677,40.7759013923034,AM,Adult,Gray,Above Ground,15,False,False,True,False,False,False,False,False,False,False,False,True,False,12,14,G
-73.9704575848926,40.7693499326095,PM,Adult,Black,Ground Plane,0,False,False,False,True,True,False,False,False,True,False,True,False,True,6,7,H
-73.9572686979412,40.796268457326,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,False,17,38,D
-73.9638298997554,40.7825966332367,AM,Adult,Cinnamon,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,True,False,7,22,F
-73.9700759073973,40.7680560871695,AM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,False,False,True,False,10,5,I
-73.9721854790038,40.7761086352438,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,13,12,C
-73.9766440589836,40.7682390282581,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,True,False,False,False,True,6,3,E
-73.9725174868556,40.7664248283566,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,14,3,H
-73.9563661256875,40.7966823114508,AM,Adult,Gray,Above Ground,5,False,False,True,False,False,False,False,False,False,False,False,False,False,8,39,D
-73.9687027782726,40.7705162616199,AM,Adult,Gray,Above Ground,5,False,False,True,False,True,False,False,False,False,False,False,False,False,14,9,I
-73.9624538733037,40.7883829851518,AM,Adult,Cinnamon,Above Ground,10,False,False,True,False,False,False,False,False,False,False,False,False,True,12,28,D
-73.9706903740547,40.7726873760687,AM,Adult,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,True,False,True,False,6,10,G
-73.9802079259866,40.7678723471007,AM,Juvenile,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,True,False,False,12,1,B
-73.9602398690946,40.7910157676119,PM,Adult,Gray,Above Ground,40,False,False,False,True,False,False,False,False,False,True,False,True,False,6,32,D
-73.9709244006956,40.7676942639697,AM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,False,False,False,True,10,5,I
-73.9588708103486,40.7905794078843,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,8,32,F
-73.958417813526,40.7927301214476,PM,Adult,Gray,Above Ground,20,False,False,False,False,False,False,False,False,False,False,False,True,False,6,34,E
-73.9779811967788,40.7675178797546,AM,Adult,Gray,Ground Plane,0,True,False,True,False,False,False,False,False,False,False,False,False,False,7,2,D
-73.9759830650957,40.7683034739069,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,True,6,3,E
-73.9710207438538,40.7682187144432,AM,Adult,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,True,False,True,False,10,5,I
-73.9799155966086,40.7698034314993,PM,Adult,Cinnamon,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,True,False,False,17,3,A
-73.977447585355,40.7697167828003,PM,Adult,Gray,Ground Plane,0,True,False,False,True,False,False,False,False,False,False,False,False,False,10,4,C
-73.955018489069,40.7971235333699,PM,Adult,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,True,False,17,40,E
-73.9564011421122,40.7958097849369,AM,Adult,Gray,Ground Plane,0,False,False,True,False,False,False,False,False,False,False,False,False,False,10,38,E
-73.9552880892701,40.7889040503316,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,True,False,False,True,False,13,32,I
-73.9651828383592,40.7802820943863,PM,Adult,Gray,Ground Plane,0,True,True,True,False,False,False,False,False,False,True,True,False,False,17,19,F
-73.9707683621584,40.7759815566123,AM,Adult,Gray,Above Ground,10,True,False,False,False,False,False,False,False,False,False,False,False,True,17,13,E
-73.9691057326088,40.7765973509721,PM,Adult,Cinnamon,Ground Plane,0,True,True,False,True,True,False,False,False,False,False,False,True,False,12,14,F
-73.9658181813014,40.7798160637561,AM,Adult,Cinnamon,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,7,19,F
-73.9753744539307,40.7671162211032,PM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,False,False,False,True,14,2,F
-73.9695745672033,40.7791835122147,AM,Adult,Gray,Above Ground,10,False,False,False,False,False,True,False,False,False,False,False,False,False,8,17,D
-73.9580785600617,40.7957981310897,PM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,False,True,False,13,37,C
-73.970595381455,40.7762912142457,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,8,13,E
-73.9767949141123,40.774454583585,PM,Adult,Black,Ground Plane,0,False,False,True,False,False,False,False,False,False,False,False,True,False,10,9,A
-73.9695964983454,40.7802302192799,PM,Juvenile,Black,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,False,18,18,C
-73.9594529310985,40.7840492606552,PM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,True,False,False,10,26,I
-73.969353372175,40.7838247422369,AM,Juvenile,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,19,21,A
-73.9698032734704,40.7782343912417,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,7,16,D
-73.9685080639873,40.7745309794155,PM,Juvenile,Cinnamon,Above Ground,20,False,False,True,False,False,False,False,False,False,False,False,True,False,8,13,G
-73.9656098194149,40.7757643078973,AM,Adult,Gray,Above Ground,5,False,False,True,False,False,False,False,False,False,False,False,False,True,8,15,I
-73.970465600402,40.7701125773248,PM,Adult,Gray,Ground Plane,0,True,False,False,True,True,False,False,False,False,True,False,False,True,6,7,H
-73.9585537668382,40.7903905787005,AM,Adult,Gray,Above Ground,20,False,False,True,False,False,False,False,False,False,False,False,False,False,12,32,F
-73.9504693544225,40.797225436004,AM,Adult,Cinnamon,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,False,False,False,19,42,H
-73.9691261755936,40.7702929428604,AM,Adult,Gray,Above Ground,50,False,False,True,False,False,False,False,False,False,False,False,True,False,6,8,I
-73.9529230207908,40.7960663442573,PM,Juvenile,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,False,False,13,40,G
-73.963858549251,40.7808999610914,AM,Adult,Gray,Above Ground,7,False,False,False,False,True,False,False,False,False,True,False,True,False,14,21,G
-73.9576304473722,40.7959810622342,AM,Adult,Gray,Ground Plane,0,True,False,False,True,False,False,False,False,False,False,False,False,True,17,38,D
-73.9793565564361,40.7679259390448,AM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,False,False,False,10,2,C
-73.9779228287629,40.7681019683859,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,False,10,3,D
-73.9570132570934,40.7932014159087,PM,Juvenile,Gray,Ground Plane,0,True,False,False,True,True,False,False,False,True,False,False,True,True,12,35,F
-73.961547503801,40.7931560668672,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,10,33,B
-73.9592819491968,40.7941062008626,AM,Adult,Gray,Above Ground,30,False,False,True,False,False,False,False,False,False,False,False,False,False,7,35,C
-73.9519387881692,40.7936273636929,PM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,False,False,False,False,14,38,I
-73.9695569897042,40.7712062147171,PM,Adult,Gray,Ground Plane,0,False,False,False,False,False,False,False,False,False,False,False,True,False,18,9,H
-73.9767980925124,40.774362775678,PM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,False,False,True,False,10,9,A
-73.9736169886655,40.7714942196257,AM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,False,True,False,False,6,7,E
-73.956200809768,40.798181446265,AM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,False,False,False,True,17,40,C
-73.9691585756191,40.776340465695,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,7,14,F
-73.9772026572674,40.7691598773017,PM,Adult,Cinnamon,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,8,4,D
-73.9745427984089,40.7691848214817,AM,Adult,Gray,Ground Plane,0,True,False,False,False,True,False,False,False,False,False,False,False,False,8,5,E
-73.9574749571848,40.7981898890735,PM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,False,False,False,True,6,40,C
-73.9661694463488,40.7757530583569,PM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,False,True,False,8,15,H
-73.9626881234742,40.7905208345549,AM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,True,False,True,False,14,30,C
-73.9669814346326,40.780390919948,PM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,True,False,False,True,18,19,E
-73.9718262034469,40.7666771797442,PM,Adult,Black,Ground Plane,0,False,True,False,False,False,False,False,False,False,False,False,False,False,7,4,I
-73.9745953710328,40.7728284025195,AM,Adult,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,False,False,7,8,D
-73.9654397484763,40.7798863522904,PM,Adult,Cinnamon,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,True,False,False,17,19,F
-73.9532952763106,40.7920074462622,AM,Adult,Gray,Ground Plane,0,False,True,False,False,False,False,False,False,False,True,False,False,True,17,36,I
-73.9689627791,40.776062004359,AM,Juvenile,Gray,Ground Plane,0,False,True,False,False,False,False,False,False,False,False,False,True,False,7,14,F
-73.973305698325,40.7783823311296,PM,Adult,Gray,Above Ground,9,False,False,True,False,False,False,False,False,False,False,False,False,True,14,14,A
-73.9634563222926,40.780992836417,PM,Adult,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,True,False,False,False,True,7,21,G
-73.9602913105578,40.7910635810038,PM,Adult,Gray,Above Ground,40,False,False,False,True,False,False,False,False,False,True,False,True,False,6,32,D
-73.9776044578446,40.7697607308033,PM,Juvenile,Gray,Above Ground,10,False,True,False,False,False,False,False,False,False,False,False,True,False,10,4,C
-73.9607280801601,40.7901506706248,PM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,True,False,False,False,True,6,31,D
-73.9733545802515,40.7675056025357,AM,Adult,Black,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,True,False,6,4,G
-73.9695041366722,40.7797878809482,AM,Adult,Gray,Ground Plane,0,False,True,False,False,False,False,False,False,False,False,False,False,True,8,17,D
-73.9764397550289,40.7737004557104,AM,Adult,Gray,Above Ground,10,False,False,True,False,False,False,False,False,False,True,False,True,False,7,8,B
-73.9714921188372,40.776758371867,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,14,14,D
-73.971379936565,40.7721434941226,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,14,9,F
-73.9660110060416,40.7809990098597,AM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,False,True,False,14,20,F
-73.9711176999471,40.7724278547281,PM,Adult,Gray,Above Ground,10,False,False,True,False,False,False,False,False,False,False,False,True,False,19,10,F
-73.9725712588741,40.7669101832926,AM,Adult,Gray,Ground Plane,0,False,False,True,False,False,False,False,False,False,False,True,False,True,6,4,H
-73.9620597449066,40.7922465876813,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,True,False,False,False,False,False,False,False,10,33,B
-73.9583477850634,40.7914073632782,PM,Adult,Gray,Ground Plane,0,False,True,False,True,True,True,False,False,False,True,False,False,False,12,33,F
-73.9790214253443,40.7686791169776,PM,Adult,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,True,False,7,3,B
-73.9767016963397,40.7674012784541,PM,Adult,Gray,Ground Plane,0,False,False,False,False,False,False,False,False,False,False,False,True,False,14,2,E
-73.9565035705619,40.7937382705056,AM,Juvenile,Gray,Ground Plane,0,True,False,False,True,True,True,False,False,False,False,True,False,True,17,36,F
-73.9745687653791,40.7776396926997,PM,Adult,Gray,Above Ground,45,False,False,False,False,False,False,False,False,False,False,False,False,False,14,13,A
-73.9671640520938,40.7772236833816,AM,Adult,Cinnamon,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,10,16,G
-73.9591407691,40.7960846903122,AM,Adult,Black,Ground Plane,0,True,False,False,False,False,False,False,False,False,True,False,True,False,18,37,B
-73.9771422625274,40.772361415776,AM,Adult,Gray,Above Ground,5,False,True,False,False,False,False,False,False,False,False,False,True,False,8,7,B
-73.9756603846107,40.7672531319384,PM,Adult,Cinnamon,Ground Plane,0,False,False,False,False,True,False,False,False,False,True,False,True,False,13,3,F
-73.9686304581526,40.7773631337117,PM,Adult,Gray,Above Ground,4,True,False,False,True,True,False,False,False,False,False,False,True,False,8,15,E
-73.9699672074164,40.7774389345748,AM,Adult,Gray,Ground Plane,0,False,True,False,False,True,False,False,False,False,False,False,True,False,7,15,D
-73.9683479943823,40.7815827298303,PM,Juvenile,Gray,Ground Plane,0,True,True,False,False,False,False,False,False,False,False,False,False,False,18,20,C
-73.9768617690725,40.7741877060705,PM,Adult,Gray,Ground Plane,0,False,False,False,False,False,False,False,False,False,False,False,False,False,10,9,A
-73.9729378674198,40.7672407594559,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,6,4,H
-73.9563203089105,40.7906275357726,PM,Juvenile,Gray,Above Ground,2,False,False,True,False,False,False,False,False,False,False,False,True,False,6,33,G
-73.9579941847434,40.7991216713328,PM,Adult,Black,Above Ground,28,False,False,True,False,False,False,False,False,False,False,False,False,False,14,41,B
-73.9773079154219,40.7696506688861,AM,Juvenile,Gray,Ground Plane,0,True,False,False,True,True,False,False,False,False,True,False,True,False,6,4,C
-73.9783185278595,40.7724861675504,AM,Adult,Gray,Above Ground,20,True,False,True,False,False,False,False,False,False,False,False,True,False,6,7,A
-73.9703621616472,40.775032271482,AM,Adult,Gray,Above Ground,1,False,False,False,True,False,False,False,False,False,False,False,True,False,17,12,E
-73.969951118124,40.7762756593015,AM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,False,True,False,8,14,E
-73.9718234159557,40.7810842503715,AM,Adult,Gray,Above Ground,4,False,False,True,True,True,False,False,False,True,False,False,False,True,12,18,A
-73.975062146111,40.7723417173451,PM,Adult,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,True,False,13,8,C
-73.9679291347956,40.7846973096665,PM,Adult,Gray,Ground Plane,0,False,True,False,False,True,False,False,False,False,True,False,False,True,12,23,B
-73.9767455430709,40.7717866237826,PM,Adult,Gray,Ground Plane,0,True,True,False,False,True,False,False,False,False,False,False,False,False,17,6,B
-73.9746608786299,40.7776092078254,AM,Adult,Gray,Above Ground,5,False,False,True,False,False,False,False,False,False,False,False,True,False,17,13,A
-73.96797780019,40.7847629473258,PM,Adult,Gray,Above Ground,5,False,True,True,False,False,False,False,False,False,False,False,True,False,12,23,B
-73.9684463154398,40.7834813319352,AM,Adult,Gray,Ground Plane,0,False,False,False,False,False,False,False,False,False,False,False,True,False,19,21,B
-73.9655734633649,40.7805366922231,AM,Adult,Gray,Above Ground,30,False,False,True,False,False,True,False,False,False,False,False,False,False,14,20,F
-73.9729394928432,40.7743256716496,AM,Adult,Gray,Ground Plane,0,False,False,True,True,True,False,False,False,False,False,False,False,True,10,11,D
-73.976521916284,40.773784724458,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,True,False,False,False,False,False,False,True,10,9,B
-73.9597782762029,40.7920773376757,AM,Adult,Black,Ground Plane,0,False,False,False,False,True,False,True,False,True,False,False,True,False,17,33,D
-73.9648626810032,40.7804506112843,AM,Adult,Gray,Above Ground,5,True,False,True,False,False,True,False,False,False,False,False,False,False,18,20,G
-73.9584188461059,40.7913241048498,PM,Adult,Gray,Ground Plane,0,True,True,False,False,False,False,False,False,False,False,False,False,False,12,33,E
-73.9566189145352,40.7883417969746,PM,Adult,Gray,Above Ground,15,False,False,True,False,False,False,False,False,False,False,False,True,False,8,31,H
-73.9673603655908,40.7876974177782,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,True,6,26,A
-73.9595757792683,40.7899242643847,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,True,False,False,False,False,True,False,6,31,E
-73.9686816795392,40.775770422667,PM,Adult,Gray,Above Ground,3,False,False,True,True,False,False,False,False,False,False,False,True,False,12,14,F
-73.9654210263521,40.7782529692575,AM,Juvenile,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,True,18,17,G
-73.9677054870327,40.778992870166,AM,Adult,Gray,Above Ground,9,False,False,True,False,False,False,False,False,False,False,False,False,False,17,17,E
-73.9745305540008,40.7742043234014,PM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,True,False,True,True,13,10,C
-73.9675472064204,40.7835947167436,PM,Juvenile,Cinnamon,Above Ground,10,False,False,False,True,False,False,False,False,False,False,False,False,False,6,22,C
-73.955516031113,40.7923188156277,AM,Adult,Gray,Above Ground,15,False,False,True,False,False,False,False,False,False,False,False,True,False,7,35,G
-73.9710559113762,40.7794279914209,PM,Adult,Gray,Above Ground,3,False,False,True,False,False,False,False,False,False,False,False,False,False,18,16,C
-73.9677654289757,40.786785529449,AM,Adult,Gray,Above Ground,15,False,False,False,False,False,False,False,False,False,False,False,True,False,13,25,A
-73.9694784056618,40.7787735291442,PM,Adult,Gray,Ground Plane,0,True,False,False,True,True,False,False,False,False,False,False,True,False,10,16,D
-73.9649658099293,40.7823262369074,PM,Juvenile,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,True,False,False,True,False,14,22,F
-73.9619417432685,40.7930365939865,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,True,10,33,B
-73.953296595236,40.7927644594513,AM,Adult,Gray,Ground Plane,0,True,False,False,True,True,False,False,False,False,False,False,True,False,17,36,I
-73.9725157534356,40.7658376729234,PM,Adult,Gray,Ground Plane,0,True,False,False,True,True,False,False,False,False,False,False,True,False,6,2,I
-73.9687476703117,40.7742856696093,AM,Adult,Cinnamon,Above Ground,2,False,False,True,False,False,False,False,False,False,False,False,True,False,12,12,G
-73.9675023138703,40.7872554700995,PM,Adult,Cinnamon,Above Ground,40,False,False,True,False,False,False,False,False,False,False,False,False,False,7,25,A
-73.9745040517502,40.77333038538,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,6,9,C
-73.9772635911119,40.7709428872533,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,True,17,6,B
-73.9730115687964,40.7741018274312,AM,Juvenile,Gray,Above Ground,25,False,False,True,True,False,False,False,False,False,False,False,False,False,8,10,D
-73.9730111650468,40.7782157736204,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,True,14,14,B
-73.9790010565108,40.7685732369544,PM,Adult,Gray,Ground Plane,0,False,False,True,False,False,False,False,False,False,False,False,False,False,13,2,C
-73.9582523503306,40.7996897499473,PM,Adult,Gray,Ground Plane,0,True,False,True,False,False,False,False,False,False,False,False,False,True,7,41,A
-73.9706641770728,40.7759229213762,AM,Adult,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,True,False,17,13,E
-73.969345754447,40.7770429650288,AM,Adult,Gray,Above Ground,20,True,False,True,False,False,False,False,False,False,False,True,False,False,13,15,E
-73.980854228628,40.7678702158382,AM,Adult,Gray,Ground Plane,0,False,False,True,True,True,False,False,False,False,False,False,True,False,12,1,B
-73.9529413156461,40.7920963446605,PM,Adult,Cinnamon,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,True,False,7,36,I
-73.9682144039334,40.7773070675393,AM,Adult,Cinnamon,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,7,15,F
-73.9743342303548,40.7727742948332,AM,Adult,Gray,Above Ground,15,False,False,False,False,False,False,False,False,False,False,False,False,False,7,8,D
-73.958494212554,40.7995008636057,AM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,False,False,True,False,13,41,A
-73.9697983725608,40.7700677022205,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,13,8,I
-73.9697196619878,40.7814068507607,AM,Juvenile,Gray,Ground Plane,0,True,False,False,True,False,False,False,False,False,False,False,True,True,19,19,B
-73.9706851546184,40.7780777016038,PM,Adult,Cinnamon,Above Ground,2,True,False,False,False,False,False,False,False,False,False,False,True,False,17,15,D
-73.970475755546,40.7763348062134,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,True,False,False,17,13,E
-73.9777259022441,40.7682059907903,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,True,10,3,D
-73.9716881838671,40.778553537087,PM,Adult,Gray,Above Ground,0,False,False,True,False,False,False,False,False,False,False,False,False,True,17,15,C
-73.9633250636501,40.7922155082679,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,13,32,A
-73.967418114684,40.7764595360054,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,8,15,G
-73.9771695272048,40.7724277276263,AM,Adult,Gray,Above Ground,5,False,True,False,False,False,False,False,False,False,False,False,True,False,8,7,B
-73.9699675160516,40.7773012642758,PM,Adult,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,True,False,8,15,E
-73.9758959798289,40.7694125671679,PM,Adult,Cinnamon,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,False,True,8,4,D
-73.9607608482656,40.7954687648248,PM,Adult,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,True,False,13,36,A
-73.9753283783695,40.7733043910649,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,True,False,False,True,False,13,8,C
-73.9785300509908,40.7721127748427,AM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,True,False,True,False,6,6,A
-73.9540022445432,40.7979409854977,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,7,41,E
-73.9608757424052,40.7906686504657,AM,Adult,Gray,Ground Plane,0,False,False,False,True,False,False,False,False,False,False,False,True,False,14,31,D
-73.9603620122205,40.7955965755851,AM,Juvenile,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,False,False,False,False,13,36,B
-73.9801902133148,40.769557595068,AM,Juvenile,Gray,Above Ground,1,False,False,True,False,False,False,False,False,False,True,False,False,True,12,3,A
-73.959077668148,40.7926045823346,AM,Adult,Black,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,8,34,D
-73.9576559099012,40.7992598626483,AM,Adult,Gray,Above Ground,3,False,True,False,False,False,False,False,False,False,False,False,True,False,10,41,B
-73.954595058342,40.7956567934304,AM,Juvenile,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,True,False,14,39,F
-73.9606344681252,40.7958337780644,PM,Adult,Gray,Ground Plane,0,True,False,False,False,False,False,False,False,False,False,False,False,True,13,37,B
-73.9580105174865,40.7974468322692,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,False,False,True,6,39,C
-73.9557263533489,40.7939505791448,PM,Juvenile,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,False,True,False,14,37,F
-73.97002473509,40.7836929044459,AM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,False,True,False,19,21,A
-73.9545101041865,40.7903823616782,PM,Adult,Gray,Ground Plane,0,True,False,False,False,True,False,False,False,False,False,False,False,False,10,34,I
-73.9711801122578,40.7786888942214,AM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,True,False,False,14,16,C
-73.9595645962539,40.7899599350145,PM,Adult,Gray,Ground Plane,0,False,False,False,True,True,False,False,False,False,False,False,True,False,6,31,E
-73.9587712679442,40.7944502501428,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,False,True,True,False,7,36,D
-73.9676206022477,40.784594234984,PM,Adult,Gray,Ground Plane,0,False,False,False,False,True,False,False,False,False,True,False,True,False,12,23,B
